CAS #,Formatted CAS #,Substance Name,Global Warming Air (kg CO2 eq / kg substance),Acidification Air (kg SO2 eq / kg substance),HH Particulate Air (PM2.5 eq / kg substance),Eutrophication Air (kg N eq / kg substance),Eutrophication Water (kg N eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Smog Air (kg O3 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc."
141059,141059,DIETHYL MALEATE,0,0,0,0,0,0,0,28.11280521,25.1157785,955.3435667,0.065051675,184.7648023,184.7648023,0,0,0,0,0,0,0,0,0,0,0,0
105533,105533,DIETHYL MALONATE,0,0,0,0,0,0,0,8.303788541,7.883954875,154.1072534,0.025547525,30.37458366,30.37458366,0,0,0,0,0,0,0,0,0,0,0,0
110407,110407,DIETHYL SEBACATE,0,0,0,0,0,0,0,90.96141113,65.46673858,6051.195356,0.186471499,126.205639,126.205639,0,0,0,0,0,0,0,0,0,0,0,0
123251,123251,DIETHYL SUCCINATE,0,0,0,0,0,0,0,12.31960815,11.48473187,130.6180994,0.009359807,27.90348821,27.90348821,0,0,0,0,0,0,0,0,0,0,0,0
685916,685916,DIETHYLACETAMIDE,0,0,0,0,0,0,0,0.139204612,0.105795315,11.05840147,0.000382335,0.840983838,0.840983838,3.08E-06,0,1.99E-07,0,4.50E-06,0,1.68E-09,0,3.63E-07,0,5.55E-07,0
109897,109897,DIETHYLAMINE,0,0,0,0,0,0,0,0.114424316,0.116780483,65.46735262,0.004052798,7.133354979,7.133354979,0,0,0,0,0,0,0,0,0,0,0,0
148185,148185,"DIETHYLCARBAMODITHIOIC ACID, SODIUM SALT",0,0,0,0,0,0,0,270.1498798,113.3480187,12644.74363,5.77E-10,442.7965929,442.7965929,0,1.87E-07,0,3.35E-08,0,3.45E-07,0,3.69E-10,0,1.21E-08,0,1.76E-08
693210,693210,"DIETHYLENE DIGLYCOL, DINITRATE",0,0,0,0,0,0,0,6.983261759,6.316014452,80.47799386,0.003671657,10.99043771,10.99043771,0,0,0,0,0,0,0,0,0,0,0,0
111466,111466,DIETHYLENE GLYCOL,0,0,0,0,0,0,3.354641026,0.051405515,0.046870702,0.757102393,4.08E-08,0.194803635,0.194803635,1.88E-08,0,4.70E-09,0,1.65E-08,0,2.70E-12,0,4.26E-09,0,7.55E-09,0
112345,112345,DIETHYLENE GLYCOL MONO-N-BUTYL ETHER,0,0,0,0,0,0,2.386871795,0.11909619,0.088220584,3.619748382,6.00E-07,0.617883693,0.617883693,0,0,0,0,0,0,0,0,0,0,0,0
1559360,1559360,DIETHYLENE GLYCOL MONO(2-ETHYLHEXYL) ETHER,0,0,0,0,0,0,1.555861538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111773,111773,DIETHYLENE GLYCOL MONOMETHYL ETHER,0,0,0,0,0,0,2.659794872,0.704004996,0.66431353,8.901999308,4.66E-05,2.787217165,2.787217165,0,0,0,0,0,0,0,0,0,0,0,0
111900,111900,"DIETHYLENE GLYCOL, MONOETHYL ETHER",0,0,0,0,0,0,3.260769231,0.069468614,0.063054339,1.383627816,2.40E-06,0.438011492,0.438011492,0,0,0,0,0,0,0,0,0,0,0,0
111400,111400,DIETHYLENETRIAMINE,0,0,0,0,0,0,0,2.167634138,1.210401275,97.44611204,7.13E-05,13.3488408,13.3488408,0,0,0,0,0,0,0,0,0,0,0,0
67436,67436,DIETHYLENETRIAMINEPENTAACETIC ACID,0,0,0,0,0,0,0,0.805869883,0.300656155,38.39935682,2.76E-18,0.048158803,0.048158803,0,0,0,0,0,0,0,0,0,0,0,0
140012,140012,"DIETHYLENETRIAMINEPENTAACETIC ACID, PENTA SODIU*",0,0,0,0,0,0,0,0.445175957,0.064191304,25.28033558,7.84E-20,0.031705497,0.031705497,0,0,0,0,0,0,0,0,0,0,0,0
141286,141286,DIETHYLHEXANEDIOATE,0,0,0,0,0,0,0,21.13180279,19.56623588,885.3863206,0.098792965,108.4912552,108.4912552,0,0,0,0,0,0,0,0,0,0,0,0
84662,84662,DIETHYLPHTHALATE (DEP),0,0,0,0,0,0,1.615574359,24.54616889,21.11672372,422.997382,0.018339513,35.11060623,35.11060623,0,1.53E-08,0,7.64E-09,0,1.36E-08,0,2.13E-11,0,1.71E-09,0,3.74E-09
56531,56531,DIETHYLSTILBESTROL,0,0,0,0,0,0,0,728.1165766,253.2545556,36091.38738,0.000171146,5.836054192,5.836054192,0.001839316,0,0.000755299,0,0.004978878,0,0.000466137,0,8.05E-07,0,2.00E-05,0
56073075,56073075,DIFENACOUM,0,0,0,0,0,0,0,12.64751373,2.348020642,1747.654189,0.015185386,0.16343917,0.16343917,0,0,0,0,0,0,0,0,0,0,0,0
119446683,119446683,DIFENOCONAZOLE,0,0,0,0,0,0,0,5894.830242,4199.332645,119052.5066,0.000363985,1921.726541,1921.726541,0,0,0,0,0,0,0,0,0,0,0,0
14214325,14214325,DIFENOXURON,0,0,0,0,0,0,0,243.5692151,118.3005976,10486.08291,0.000200261,526.7082284,526.7082284,0,0,0,0,0,0,0,0,0,0,0,0
49866877,49866877,DIFENZOQUAT,0,0,0,0,0,0,0,12.84467225,2.633760594,732.2486826,1.21E-08,0.27794045,0.27794045,0,0,0,0,0,0,0,0,0,0,0,0
43222486,43222486,DIFENZOQUAT METILSULFATE,0,0,0,0,0,0,0,35.21189514,21.78959627,923.0098966,1.36E-12,0.416886798,0.416886798,0,4.11E-07,0,3.05E-07,0,2.15E-07,0,1.12E-10,0,9.70E-11,0,1.85E-10
35367385,35367385,DIFLUBENZURON,0,0,0,0,0,0,0,359943.3609,203864.2011,11976364.83,9.8536036,169738.0331,169738.0331,0,1.94E-06,0,1.44E-06,0,9.28E-06,0,1.98E-07,0,1.32E-07,0,3.50E-07
83164334,83164334,DIFLUFENICAN,0,0,0,0,0,0,0,47.05953047,30.06056182,1246.907626,0.091766914,5.522477872,5.522477872,0,0,0,0,0,0,0,0,0,0,0,0
628364,628364,DIFORMYLHYDRAZINE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-07,0,6.26E-08,0,1.20E-07,0,2.01E-11,0,3.87E-08,0,5.69E-08,0
21626891,21626891,DIFTALONE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-07,0,6.17E-08,0,2.14E-07,0,5.23E-10,0,2.67E-08,0,5.32E-08,0
110338,110338,DIHEXYL ADIPATE,0,0,0,0,0,0,0,9.431812429,4.728906651,350.2825643,0.000149301,0.426735884,0.426735884,0,0,0,0,0,0,0,0,0,0,0,0
84753,84753,DIHEXYL PHTHALATE,0,0,0,0,0,0,0,78.06528023,37.70516442,7556.783592,0.320080125,1.094903248,1.094903248,0,0,0,0,0,0,0,0,0,0,0,0
94586,94586,DIHYDROSAFROLE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-07,0,9.74E-09,0,6.37E-07,0,5.52E-08,0,3.37E-08,0,3.42E-07,0
96264,96264,DIHYDROXY ACETONE,0,0,0,0,0,0,3.986333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110963,110963,DIISOBUTYLAMINE,0,0,0,0,0,0,0,0.012488235,0.011051018,65.48833548,0.000884655,1.260176754,1.260176754,0,0,0,0,0,0,0,0,0,0,0,0
26761400,26761400,DIISODECYL PHTHALATE,0,0,0,0,0,0,0,15.69255984,9.642612983,416.8263036,0.006585441,0.045394652,0.045394652,0,0,0,0,0,0,0,0,0,0,0,0
28553120,28553120,DIISONONYL PHTHALATE,0,0,0,0,0,0,0,28.80219919,16.91798397,830.2109944,0.017928761,0.129798095,0.129798095,0,0,0,0,0,0,0,0,0,0,0,0
110974,110974,DIISOPROPANOLAMINE,0,0,0,0,0,0,0,0.969565855,0.87358983,23.7093794,3.82E-08,7.675207695,7.675207695,0,0,0,0,0,0,0,0,0,0,0,0
53609646,53609646,DIISOPROPANOLNITROSAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84E-05,0,1.17E-05,0,5.30E-05,0,8.99E-09,0,1.26E-05,0,1.95E-05,0
6938949,6938949,DIISOPROPYL ADIPATE,0,0,0,0,0,0,1.278274359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6482344,6482344,DIISOPROPYL CARBONATE,0,0,0,0,0,0,0.982123077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254668,3254668,DIISOPROPYL PARAOXON,0,0,0,0,0,0,0,537.1768491,217.428029,29655.15763,0.074092191,1633.601282,1633.601282,0,0,0,0,0,0,0,0,0,0,0,0
108189,108189,DIISOPROPYLAMINE,0,0,0,0,0,0,0,0.017952403,0.019046233,28.37835566,0.001162067,1.664585743,1.664585743,0,0,0,0,0,0,0,0,0,0,0,0
38640629,38640629,DIISOPROPYLNAPHTHALENE,0,0,0,0,0,0,0,0.01713231,0.004036522,43.65094659,0.000583003,0.024714966,0.024714966,0,0,0,0,0,0,0,0,0,0,0,0
8027007,8027007,DILAN,0,0,0,0,0,0,0,3496.734233,2429.446119,127251.8045,21.01811783,59.39230357,59.39230357,0,0,0,0,0,0,0,0,0,0,0,0
50563365,50563365,DIMETHACHLOR,0,0,0,0,0,0,0,497.1819657,381.1465777,12476.29337,0.003048991,1747.275462,1747.275462,0,0,0,0,0,0,0,0,0,0,0,0
22936750,22936750,DIMETHAMRTRYNE,0,0,0,0,0,0,0,203.4034527,99.99966537,8345.843117,0.004555191,198.5357219,198.5357219,0,0,0,0,0,0,0,0,0,0,0,0
87674688,87674688,DIMETHENAMID,0,0,0,0,0,0,0,4213.813706,2983.340578,140682.2144,1.154215463,20486.62835,20486.62835,0,0,0,0,0,0,0,0,0,0,0,0
55290647,55290647,DIMETHIPIN,0,0,0,0,0,0,0,99.68185968,95.29959608,2419.73414,7.54E-06,953.8311664,953.8311664,0,1.44E-06,0,5.23E-07,0,5.30E-06,0,3.42E-09,0,2.09E-06,0,2.79E-06
5221534,5221534,DIMETHIRIMOL,0,0,0,0,0,0,0,9.294406925,3.931615727,448.5122358,3.41E-05,36.22305588,36.22305588,0,0,0,0,0,0,0,0,0,0,0,0
60515,60515,DIMETHOATE,0,0,0,0,0,0,0,634.3090463,496.4251574,17925.69315,0.000172198,3621.596791,3621.596791,0,2.38E-06,0,5.21E-07,0,4.17E-06,0,1.25E-09,0,8.43E-07,0,1.59E-06
110488705,110488705,DIMETHOMORPH,0,0,0,0,0,0,0,44.29315515,10.60548042,2469.437657,8.95E-06,14.03134668,14.03134668,0,0,0,0,0,0,0,0,0,0,0,0
1113026,1113026,DIMETHOXON,0,0,0,0,0,0,0,41.00285397,37.10607055,589.5582544,3.79E-07,139.8281713,139.8281713,0,5.84E-05,0,2.10E-05,0,7.15E-05,0,1.21E-08,0,1.70E-05,0,2.56E-05
109875,109875,DIMETHOXYMETHANE,0,0,0,0,0,0,0.944279487,0.005243436,0.005284864,0.668549755,0.000407838,0.104607994,0.104607994,0,0,0,0,0,0,0,0,0,0,0,0
70382,70382,DIMETHRIN,0,0,0,0,0,0,0,14.93148401,3.295163866,56907.36365,0.386940452,45.60917101,45.60917101,0,0,0,0,0,0,0,0,0,0,0,0
627930,627930,DIMETHYL ADIPATE,0,0,0,0,0,0,1.797066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593577,593577,DIMETHYL ARSINE,0,0,0,0,0,0,0,2.935774413,2.915372875,4917.71726,0.268437421,82.8126083,82.8126083,0,0,0,0,0,0,0,0,0,0,0,0
616386,616386,DIMETHYL CARBONATE,0,0,0,0,0,0,0.059050513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78626,78626,DIMETHYL DIETHOXYSILANE,0,0,0,0,0,0,0,9.805660379,9.459827607,3250.867862,0.613192909,37.11993087,37.11993087,0,0,0,0,0,0,0,0,0,0,0,0
107642,107642,DIMETHYL DIOCTADECYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0.004010355,0.00247436,0.105690953,4.28E-09,9.40E-06,9.40E-06,0,0,0,0,0,0,0,0,0,0,0,0
1119400,1119400,DIMETHYL GLUTARATE,0,0,0,0,0,0,0.419033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13254347,13254347,"DIMETHYL HEPTANOL (2,6-DIMETHYL-2-HEPTANOL)",0,0,0,0,0,0,0.940920513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,DIMETHYL NAPHTHALENES,0,0,0,0,0,0,4.993589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868859,868859,DIMETHYL PHOSPHITE,0,0,0,0,0,0,0,6.591151716,6.152815247,80.29478732,0.007263468,20.03973625,20.03973625,2.61E-07,0,6.98E-08,0,3.12E-07,0,1.36E-10,0,8.69E-08,0,1.23E-07,0
106796,106796,DIMETHYL SEBACATE,0,0,0,0,0,0,0.434587179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106650,106650,DIMETHYL SUCCINATE,0,0,0,0,0,0,0.225135897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77781,77781,DIMETHYL SULFATE,0,0,0,0,0,0,0,137.7101583,135.4424051,1457.804559,0.871491908,306.5218344,306.5218344,0,0,0,0,0,0,0,0,0,0,0,0
67685,67685,DIMETHYL SULFOXIDE,0,0,0,0,0,0,6.676282051,0.040803116,0.03714979,0.804468962,1.15E-07,0.249089608,0.249089608,0,0,0,0,0,0,0,0,0,0,0,0
120616,120616,DIMETHYL TEREPHTHALATE,0,0,0,0,0,0,0,5.308033256,5.296821969,211.6696604,0.302514289,20.48465853,20.48465853,0,1.40E-07,0,4.12E-08,0,7.99E-08,0,2.48E-09,0,2.37E-08,0,4.31E-08
1861321,1861321,DIMETHYL TETRACHLOROTEREPHTHALATE,0,0,0,0,0,0,0,164.7283608,141.0543453,3567.722515,1.291278934,27.26396076,27.26396076,0,2.77E-05,0,2.51E-05,0,1.91E-05,0,3.54E-07,0,1.04E-06,0,2.09E-06
124403,124403,DIMETHYLAMINE,0,0,0,0,0,0,3.173097436,0.244852481,0.250990481,86.1910343,0.007842872,14.28446192,14.28446192,0,0,0,0,0,0,0,0,0,0,0,0
60117,60117,DIMETHYLAMINOAZOBENZENE,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95E-06,0,2.67E-06,0,0.00014608,0,2.92E-06,0,2.24E-06,0,1.43E-05,0
79447,79447,DIMETHYLCARBAMYL CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-05,0,3.47E-06,0,3.01E-05,0,9.09E-09,0,8.47E-06,0,1.23E-05,0
7398698,7398698,DIMETHYLDIALLYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,406.6034923,208.6915486,16994.75427,2.52E-07,1024.927449,1024.927449,0,0,0,0,0,0,0,0,0,0,0,0
128041,128041,"DIMETHYLDITHIOCARBAMIC ACID, SODIUM SALT",0,0,0,0,0,0,0,10655.79251,6757.623855,372438.9152,8.90E-09,37234.0671,37234.0671,0,0,0,0,0,0,0,0,0,0,0,0
28804888,28804888,DIMETHYLNAPHTHALENE (MIXTURE OF ISOMERS),0,0,0,0,0,0,0,6.235203602,4.445215194,8165.465819,0.617227644,34.28757706,34.28757706,0,0,0,0,0,0,0,0,0,0,0,0
4164287,4164287,DIMETHYLNITRAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13E-05,0,3.39E-05,0,8.16E-05,0,2.23E-08,0,1.97E-05,0,2.82E-05,0
10143234,10143234,"DIMETHYLPENTANOL (2,3-DIMETHYL-1-PENTANOL)",0,0,0,0,0,0,2.228102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25155231,25155231,DIMETHYLPHENOL PHOSPHATE (3:1),0,0,0,0,0,0,0,83.11407815,48.98815165,2365.550748,0.001737212,0.725403772,0.725403772,0,0,0,0,0,0,0,0,0,0,0,0
131113,131113,DIMETHYLPHTHALATE (DMP),0,0,0,0,0,0,0,20.72763577,19.16977228,167.1412847,0.005668812,20.91106584,20.91106584,0,0,0,0,0,0,0,0,0,0,0,0
75183,75183,DIMETHYLSULFIDE,0,0,0,0,0,0,0,0.372353143,0.371458902,260.4400084,0.037258316,11.65473891,11.65473891,0,0,0,0,0,0,0,0,0,0,0,0
753731,753731,DIMETHYLTIN DICHLORIDE,0,0,0,0,0,0,0,103393.2697,97968.96054,1719130.07,585.5864131,319551.5174,319551.5174,0,0,0,0,0,0,0,0,0,0,0,0
96311,96311,"DIMETHYLUREA, SYM",0,0,0,0,0,0,0,2.264646864,2.21329517,11.26535142,4.79E-05,3.203594876,3.203594876,0,0,0,0,0,0,0,0,0,0,0,0
644644,644644,DIMETILAN,0,0,0,0,0,0,0,106504.3002,90558.79126,3257169.966,11.80590105,1081429.927,1081429.927,0,0,0,0,0,0,0,0,0,0,0,0
80068,80068,DIMITE,0,0,0,0,0,0,0,1967.80058,1338.3643,44978.28876,0.351708445,503.6665433,503.6665433,0,0,0,0,0,0,0,0,0,0,0,0
29091052,29091052,DINITRAMINE,0,0,0,0,0,0,0,908.3786129,500.0644937,58408.95026,6.952448468,1220.532438,1220.532438,0,0,0,0,0,0,0,0,0,0,0,0
25550587,25550587,DINITROPHENOL,0,0,0,0,0,0,0,1434.013002,1325.627125,24112.52436,8.699978309,965.741925,965.741925,0,0,0,0,0,0,0,0,0,0,0,0
25321146,25321146,DINITROTOLUENE,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92E-06,0,3.51E-06,0,1.11E-05,0,5.26E-08,0,6.01E-07,0,8.24E-07,0
973217,973217,DINOBUTON,0,0,0,0,0,0,0,49491.60196,29547.59775,1549304.071,37.31254737,13186.81857,13186.81857,0,0,0,0,0,0,0,0,0,0,0,0
39300453,39300453,DINOCAP,0,0,0,0,0,0,0,9673.714023,4976.910354,338544.821,0.060974322,139.7436838,139.7436838,0,3.04E-06,0,1.85E-06,0,3.63E-06,0,7.32E-08,0,1.51E-09,0,1.03E-07
88857,88857,DINOSEB,0,0,0,0,0,0,0,6444.659921,4528.214569,164307.5568,6.701279685,2567.019241,2567.019241,0,4.22E-05,0,3.13E-05,0,6.12E-05,0,5.77E-07,0,1.60E-06,0,4.65E-06
2813958,2813958,DINOSEB ACETATE,0,0,0,0,0,0,0,37837.03092,26107.29802,856769.516,8.175237946,11621.58759,11621.58759,0,0,0,0,0,0,0,0,0,0,0,0
1420071,1420071,DINOTERB,0,0,0,0,0,0,0,19874.82319,14293.29203,384682.878,6.040215111,3807.91531,3807.91531,0,0,0,0,0,0,0,0,0,0,0,0
6988212,6988212,DIOXACARB,0,0,0,0,0,0,0,133.9154583,122.1714261,1719.757427,6.05E-06,392.6623628,392.6623628,0,0,0,0,0,0,0,0,0,0,0,0
78342,78342,DIOXATHION,0,0,0,0,0,0,0,3367.531349,536.5835941,228278.6097,0.048569743,12754.17402,12754.17402,0,3.92E-06,0,6.29E-07,0,8.53E-05,0,1.22E-06,0,4.77E-06,0,1.26E-05
100798,100798,DIOXOLANE,0,0,0,0,0,0,0,0.000196572,0.000203167,0.272418217,1.61E-05,0.034462044,0.034462044,0,0,0,0,0,0,0,0,0,0,0,0
957517,957517,DIPHENAMID,0,0,0,0,0,0,0,25.73294354,18.7929425,627.4988421,2.24E-06,48.85728593,48.85728593,0,6.62E-07,0,3.51E-07,0,1.49E-06,0,6.17E-09,0,1.16E-07,0,2.98E-07
882337,882337,DIPHENYL DISULFIDE,0,0,0,0,0,0,0,343.1965883,50.08515626,102873.2773,0.631692392,52.73066211,52.73066211,0,0,0,0,0,0,0,0,0,0,0,0
101848,101848,DIPHENYL ETHER,0,0,0,0,0,0,0,8.333778792,7.653253749,3179.027394,0.527538035,12.14453212,12.14453212,0,0,0,0,0,0,0,0,0,0,0,0
86306,86306,DIPHENYL NITROSAMINE,0,0,0,0,0,0,0,56.98401683,24.21009755,3169.083661,0.043627944,23.88619816,23.88619816,2.51E-07,0,1.08E-07,0,6.04E-07,0,2.67E-09,0,5.92E-09,0,1.64E-08,0
84628,84628,DIPHENYL PHTHALATE,0,0,0,0,0,0,0,3440.372362,2524.071507,163560.1359,19.79281039,134.9450442,134.9450442,0,0,0,0,0,0,0,0,0,0,0,0
945517,945517,DIPHENYL SULFOXIDE,0,0,0,0,0,0,0,4.021642574,1.307607778,211.5350544,4.55E-05,1.654439034,1.654439034,0,0,0,0,0,0,0,0,0,0,0,0
122394,122394,DIPHENYLAMINE,0,0,0,0,0,0,0,85.53233484,25.59237204,27503.8855,0.240499768,773.6935969,773.6935969,0,2.68E-07,0,3.14E-08,0,2.47E-06,0,4.34E-08,0,7.21E-08,0,2.43E-07
712481,712481,DIPHENYLCHLOROARSINE,0,0,0,0,0,0,0,7573.645874,6373.467538,398551.4271,315.1518912,859.4338102,859.4338102,0,0,0,0,0,0,0,0,0,0,0,0
1135995,1135995,DIPHENYLTIN DICHLORIDE,0,0,0,0,0,0,0,363474.6314,249725.0275,13437874.35,1309.117273,14352.83875,14352.83875,0,0,0,0,0,0,0,0,0,0,0,0
131168,131168,DIPROPYL PHTHALATE,0,0,0,0,0,0,0,311.6272654,213.3165008,8846.97549,0.118121108,190.6178715,190.6178715,0,0,0,0,0,0,0,0,0,0,0,0
142847,142847,DIPROPYLAMINE,0,0,0,0,0,0,0,0.407043417,0.412215589,375.1534011,0.019363804,19.19690034,19.19690034,0,0,0,0,0,0,0,0,0,0,0,0
15764246,15764246,DIPROPYLENE GLYCOL ETHYL ETHER,0,0,0,0,0,0,2.724564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,DIPROPYLENE GLYCOL METHYL ETHER ACETATE ISOMER #1,0,0,0,0,0,0,1.383628205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,DIPROPYLENE GLYCOL METHYL ETHER ACETATE ISOMER #2,0,0,0,0,0,0,1.52114359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88917220,88917220,DIPROPYLENE GLYCOL METHYL ETHER ACETATE ISOMERS,0,0,0,0,0,0,1.452435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,DIPROPYLENE GLYCOL METHYL ETHER: 1-METHOXY-2-(2-HYDROXYPROPOXY)-PROPANE,0,0,0,0,0,0,1.976007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588288,13588288,DIPROPYLENE GLYCOL METHYL ETHER: 2-(2-METHOXYPROPOXY)-1-PROPANOL,0,0,0,0,0,0,2.576974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,DIPROPYLENE GLYCOL N-PROPYL ETHER ISOMER #1,0,0,0,0,0,0,1.99885641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68893,68893,DIPYRONE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-07,0,2.72E-07,0,2.65E-07,0,4.92E-11,0,8.97E-08,0,1.10E-07,0
2764729,2764729,DIQUAT,0,0,0,0,0,0,0,3007.994811,1934.525973,73660.40675,0.000103654,147.2625254,147.2625254,0,2.89E-05,0,1.40E-05,0,2.85E-05,0,8.27E-08,0,5.70E-08,0,1.64E-07
85007,85007,DIQUAT DIBROMIDE,0,0,0,0,0,0,0,5335.482463,3231.447758,172128.6716,4.33E-08,6272.971508,6272.971508,0,2.35E-05,0,1.18E-05,0,4.88E-05,0,5.65E-08,0,1.78E-06,0,2.16E-06
2429745,2429745,DIRECT BLUE 15,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47E-06,0,5.78E-06,0,1.25E-09,0,2.91E-11,0,5.33E-13,0,7.53E-11,0
2602462,2602462,DIRECT BLUE 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102846,0,9.18E-05,0,7.65E-09,0,1.65E-10,0,3.26E-12,0,1.17E-09,0
27344418,27344418,"DISODIUM 4,4'-BIS(2-SULFOSTYRYL)BIPHENYL",0,0,0,0,0,0,0,0.107304241,0.066226622,2.826322941,1.26E-23,0.000253039,0.000253039,0,0,0,0,0,0,0,0,0,0,0,0
7414837,7414837,DISODIUM ETHYDRONATE,0,0,0,0,0,0,0,128.3750922,128.4933865,402.1166405,2.83E-12,163.8848908,163.8848908,0,0,0,0,0,0,0,0,0,0,0,0
2866435,2866435,DISPERSE BRIGHTENER,0,0,0,0,0,0,0,0.01339208,0.004531102,0.677032004,3.98E-08,6.42E-05,6.42E-05,0,0,0,0,0,0,0,0,0,0,0,0
97778,97778,DISULFIRAM,0,0,0,0,0,0,0,1327.93771,100.2858639,210165.9192,0.190729472,531.1738367,531.1738367,0,0,0,0,0,0,0,0,0,0,0,0
298044,298044,DISULFOTON,0,0,0,0,0,0,0,3337.112883,759.9381937,662695.0913,4.935716431,7450.357907,7450.357907,0,3.04E-05,0,6.26E-06,0,0.000295404,0,5.64E-06,0,3.62E-06,0,1.83E-05
2497076,2497076,DISULFOTON SULFOXIDE,0,0,0,0,0,0,0,30812.82353,18065.46873,1305357.988,0.194997161,191845.7959,191845.7959,0,0,0,0,0,0,0,0,0,0,0,0
3347226,3347226,DITHIANONE,0,0,0,0,0,0,0,1118.52627,580.429718,41016.46632,0.000100284,365.7065026,365.7065026,0,2.03E-06,0,1.06E-06,0,5.24E-06,0,4.06E-08,0,4.67E-08,0,1.07E-07
97886458,97886458,DITHIOPYR,0,0,0,0,0,0,0,9048.003624,7215.173,321514.2724,89.38861373,21264.15096,21264.15096,0,0,0,0,0,0,0,0,0,0,0,0
3648202,3648202,DIUNDECYL PHTHALATE,0,0,0,0,0,0,0,3.998397191,2.46603409,105.4198599,2.91E-07,0.003913095,0.003913095,0,0,0,0,0,0,0,0,0,0,0,0
330541,330541,DIURON,0,0,0,0,0,0,0,3240.503244,2537.106749,60117.49064,0.00424157,4019.340357,4019.340357,0,4.03E-06,0,2.49E-06,0,6.64E-06,0,1.74E-08,0,4.44E-07,0,1.07E-06
67210,67210,"DL-HOMOCYSTEINE, S-ETHYL-",0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-06,0,7.17E-07,0,4.69E-06,0,2.74E-09,0,9.46E-07,0,1.38E-06,0
597251,597251,DMMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74E-08,0,6.92E-09,0,7.31E-08,0,1.25E-11,0,1.73E-08,0,2.59E-08,0
299854,299854,DMPA,0,0,0,0,0,0,0,1848.161721,421.7054572,805715.426,7.847436338,10931.26671,10931.26671,0,0,0,0,0,0,0,0,0,0,0,0
