CAS #,Formatted CAS #,Substance Name,Global Warming Air (kg CO2 eq / kg substance),Acidification Air (kg SO2 eq / kg substance),HH Particulate Air (PM2.5 eq / kg substance),Eutrophication Air (kg N eq / kg substance),Eutrophication Water (kg N eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Smog Air (kg O3 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc."
2028639,2028639,3-BUTYN-2-OL,0,0,0,0,0,0,0,27.79818152,25.72035479,1321.545884,0.153662091,298.0668696,298.0668696,0,0,0,0,0,0,0,0,0,0,0,0
1423605,1423605,3-BUTYN-2-ONE,0,0,0,0,0,0,0,7.332754148,7.324923218,361.3306963,0.218179035,69.73582205,69.73582205,0,0,0,0,0,0,0,0,0,0,0,0
13466789,13466789,3-CARENE,0,0,0,0,0,0,3.241410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627305,627305,3-CHLORO-1-PROPANOL,0,0,0,0,0,0,0,6.067392166,5.790184149,47.82155437,0.003178087,12.84673143,12.84673143,0,0,0,0,0,0,0,0,0,0,0,0
96242,96242,"3-CHLORO-1,2-PROPANEDIOL",0,0,0,0,0,0,0,1.269383524,1.240693274,7.759367914,6.57E-05,2.470381873,2.470381873,0,0,0,0,0,0,0,0,0,0,0,0
563473,563473,3-CHLORO-2-METHYLPROPENE,0,0,0,0,0,0,0,0.011930543,0.009739364,331.9811084,0.000916422,5.091541267,5.091541267,4.44E-08,0,1.00E-09,0,2.17E-08,0,4.88E-10,0,1.17E-09,0,3.46E-09,0
7149793,7149793,3-CHLORO-4-METHYLACETANILIDE,0,0,0,0,0,0,0,60.50619141,53.44870906,776.8660084,0.006384705,109.9462856,109.9462856,0,0,0,0,0,0,0,0,0,0,0,0
500287,500287,3-CHLORO-DIMETHYL PARATHION,0,0,0,0,0,0,0,917.0815508,324.3767444,47418.2122,0.038829781,765.1055203,765.1055203,0,0,0,0,0,0,0,0,0,0,0,0
121733,121733,3-CHLORO-NITROBENZENE,0,0,0,0,0,0,0,171.32108,169.2075509,2692.535928,6.640663055,137.070343,137.070343,0,0,0,0,0,0,0,0,0,0,0,0
95749,95749,3-CHLORO-P-TOLUIDINE,0,0,0,0,0,0,0,65.43430651,31.74308112,3223.460441,0.009423551,272.0059066,272.0059066,0,0,0,0,0,0,0,0,0,0,0,0
108429,108429,3-CHLOROANILINE,0,0,0,0,0,0,0,31.58244509,16.19105173,3521.679099,0.064341902,381.8241091,381.8241091,0,0,0,0,0,0,0,0,0,0,0,0
108430,108430,3-CHLOROPHENOL,0,0,0,0,0,0,0,39.03663949,20.43616605,1821.430711,0.012122337,38.90059793,38.90059793,0,0,0,0,0,0,0,0,0,0,0,0
107051,107051,3-CHLOROPROPENE,0,0,0,0,0,0,12.21964103,0.008995632,0.008177809,150.1079947,0.000800608,2.435068853,2.435068853,0,2.23E-06,0,1.01E-07,0,8.43E-07,0,1.29E-08,0,1.01E-07,0,1.60E-07
107948,107948,3-CHLOROPROPIONIC ACID,0,0,0,0,0,0,0,3.839928807,3.741242207,42.85997201,0.01518223,10.67732996,10.67732996,0,0,0,0,0,0,0,0,0,0,0,0
626608,626608,3-CHLOROPYRIDINE,0,0,0,0,0,0,0,0.485796214,0.484397875,11.75256142,0.059705322,1.084039659,1.084039659,0,0,0,0,0,0,0,0,0,0,0,0
619249,619249,3-CYANO-1-NITROBENZENE,0,0,0,0,0,0,0,86.10598898,78.40103367,719.9723206,0.026419869,73.31379369,73.31379369,0,0,0,0,0,0,0,0,0,0,0,0
100549,100549,3-CYANOPYRIDINE,0,0,0,0,0,0,0,12.61658699,12.22366982,65.38730536,0.014386373,15.13803402,15.13803402,0,0,0,0,0,0,0,0,0,0,0,0
4106665,4106665,3-DIBENZOFURANAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38E-06,0,9.97E-07,0,4.10E-05,0,2.32E-07,0,1.96E-07,0,6.17E-07,0
111353,111353,3-ETHOXY-1-PROPANOL,0,0,0,0,0,0,4.087282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609267,609267,3-ETHYL 2-METHYL PENTANE,0,0,0,0,0,0,1.333782051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15869804,15869804,3-ETHYL HEPTANE,0,0,0,0,0,0,1.095510256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617787,617787,3-ETHYL PENTANE,0,0,0,0,0,0,1.896630769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816795,816795,3-ETHYL-2-PENTENE,0,0,0,0,0,0,9.753846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698715,698715,3-ETHYL-5-METHYLPHENOL,0,0,0,0,0,0,0,1.05624002,0.156391544,136.7288099,0.00017767,1.14480651,1.14480651,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-ETHYL-6-METHYL-OCTYL ACETATE,0,0,0,0,0,0,0.628028205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"3-ETHYL-6,7-DIMETHYL-NONYL ACETATE",0,0,0,0,0,0,0.611676923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-ETHYL-HEPTYL ACETATE,0,0,0,0,0,0,0.630241026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-ETHYL-HEXYL ACETATE,0,0,0,0,0,0,0.908682051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-ETHYLPENTYL ACETATE,0,0,0,0,0,0,1.102082051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500221,500221,3-FORMYLPYRIDINE,0,0,0,0,0,0,0,29.71320635,27.38508846,396.3726869,0.007536303,100.6355701,100.6355701,0,0,0,0,0,0,0,0,0,0,0,0
623370,623370,3-HEXANOL,0,0,0,0,0,0,0,0.078517267,0.079422198,11.3739333,0.003285787,1.731986478,1.731986478,0,0,0,0,0,0,0,0,0,0,0,0
928961,928961,"3-HEXEN-1-OL, (Z)-",0,0,0,0,0,0,0,0.050602646,0.040590598,23.49300948,0.000303042,2.934195614,2.934195614,0,0,0,0,0,0,0,0,0,0,0,0
77689,77689,"3-HYDROXY-2,2,4-TRIMETHYLPENTYL-1-ISOBUTYRATE",0,0,0,0,0,0,0.770641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004441,10004441,3-HYDROXY-5-METHYLISOXAZOLE,0,0,0,0,0,0,0,7.783748962,2.488037195,403.3485394,9.88E-06,17.08718865,17.08718865,0,0,0,0,0,0,0,0,0,0,0,0
577855,577855,3-HYDROXYFLAVONE,0,0,0,0,0,0,0,55.84095782,34.76859313,1826.129915,2.64E-07,108.1673694,108.1673694,0,0,0,0,0,0,0,0,0,0,0,0
4412913,4412913,3-HYDROXYMETHYLFURAN,0,0,0,0,0,0,0,0.427663513,0.255698211,25.22755805,0.00012612,5.050877161,5.050877161,0,0,0,0,0,0,0,0,0,0,0,0
109002,109002,3-HYDROXYPYRIDINE,0,0,0,0,0,0,0,2.54990948,2.091142847,42.82680752,0.000708141,2.922953091,2.922953091,0,0,0,0,0,0,0,0,0,0,0,0
2631370,2631370,3-I-PR-5-MEPHENYL-N-ME CARBAMATE,0,0,0,0,0,0,0,49.83234533,34.69578776,1378.442744,0.010620829,78.02300715,78.02300715,0,0,0,0,0,0,0,0,0,0,0,0
133324,133324,3-INDOLEBUTYRIC ACID,0,0,0,0,0,0,0,3.229909,0.678632685,179.6332755,1.95E-06,2.372073724,2.372073724,0,0,0,0,0,0,0,0,0,0,0,0
99627,99627,"3-ISOPROPYL CUMENE; 1,3-DI-ISOPROPYL BENZENE",0,0,0,0,0,0,5.492948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-ISOPROPYL-HEPTYL ACETATE,0,0,0,0,0,0,0.543871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57067,57067,3-ISOTHIOCYANATO-1-PROPENE,0,0,0,0,0,0,0,68.02717605,69.82322689,57341.85132,5.377677875,3893.206852,3893.206852,2.73E-07,0,8.64E-09,0,1.33E-07,0,1.61E-09,0,1.33E-08,0,5.27E-08,0
2303255,2303255,3-ME-4'-NO2-DIPHENYL ETHER,0,0,0,0,0,0,0,74.29935264,41.86465827,3336.246698,0.125350793,14.44769248,14.44769248,0,0,0,0,0,0,0,0,0,0,0,0
2517433,2517433,3-METHOXY-1-BUTANOL,0,0,0,0,0,0,3.870692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320678,1320678,3-METHOXY-1-PROPANOL,0,0,0,0,0,0,3.84025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544238,3544238,3-METHOXY-4-AMINOAZOBENZENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-06,0,6.50E-07,0,6.06E-06,0,6.30E-08,0,1.60E-07,0,3.85E-07,0
1120623,1120623,3-METHYL CYCLOPENTENE,0,0,0,0,0,0,5.104794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13151343,13151343,3-METHYL DECANE,0,0,0,0,0,0,0.645064103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17312571,17312571,3-METHYL DODECANE,0,0,0,0,0,0,0.54454359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930278,930278,3-METHYL FURAN,0,0,0,0,0,0,6.903205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589811,589811,3-METHYL HEPTANE,0,0,0,0,0,0,1.239028205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589344,589344,3-METHYL HEXANE,0,0,0,0,0,0,1.614194872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5911046,5911046,3-METHYL NONANE,0,0,0,0,0,0,0.754276923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216333,2216333,3-METHYL OCTANE,0,0,0,0,0,0,0.988907692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882964,2882964,3-METHYL PENTADECANE,0,0,0,0,0,0,0.455076667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96140,96140,3-METHYL PENTANE,0,0,0,0,0,0,1.804689744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18435228,18435228,3-METHYL TETRADECANE,0,0,0,0,0,0,0.479697692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6418413,6418413,3-METHYL TRIDECANE,0,0,0,0,0,0,0.505880256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002433,1002433,3-METHYL UNDECANE,0,0,0,0,0,0,0.58745641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590863,590863,3-METHYL-1-BUTANAL,0,0,0,0,0,0,4.971692308,0.058795283,0.061496571,75.53486898,0.005258416,8.981524731,8.981524731,0,0,0,0,0,0,0,0,0,0,0,0
563451,563451,3-METHYL-1-BUTENE,0,0,0,0,0,0,6.988230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404613,3404613,3-METHYL-1-HEXENE,0,0,0,0,0,0,4.413615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760203,760203,3-METHYL-1-PENTENE,0,0,0,0,0,0,6.142358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598254,598254,"3-METHYL-1,2-BUTADIENE",0,0,0,0,0,0,10.28987179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598743,598743,3-METHYL-2-BUTANAMINE,0,0,0,0,0,0,0,0.040161739,0.041293214,21.5180089,0.002227269,1.412561342,1.412561342,0,0,0,0,0,0,0,0,0,0,0,0
563804,563804,3-METHYL-2-BUTANONE,0,0,0,0,0,0,1.652335897,0.081371631,0.081587222,4.923647767,0.005214669,0.730645585,0.730645585,0,0,0,0,0,0,0,0,0,0,0,0
2550212,2550212,3-METHYL-2-HEXANONE,0,0,0,0,0,0,2.553923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111823359,111823359,3-METHYL-2-ISOPROPYL-1-BUTENE,0,0,0,0,0,0,3.309384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920778,4920778,3-METHYL-2-NITROPHENOL,0,0,0,0,0,0,0,16.10065773,13.24728443,975.6139985,0.14489459,34.2276156,34.2276156,0,0,0,0,0,0,0,0,0,0,0,0
763326,763326,3-METHYL-3-BUTEN-1-OL,0,0,0,0,0,0,0,0.102161584,0.097983561,30.34217685,0.001803938,5.842496836,5.842496836,0,0,0,0,0,0,0,0,0,0,0,0
77747,77747,3-METHYL-3-PENTANOL,0,0,0,0,0,0,0,0.233246485,0.231880869,14.78061022,0.005616509,2.620365513,2.620365513,0,0,0,0,0,0,0,0,0,0,0,0
59507,59507,3-METHYL-4-CHLOROPHENOL,0,0,0,0,0,0,0,58.68271286,39.77649235,5676.383999,0.361505383,194.316639,194.316639,0,0,0,0,0,0,0,0,0,0,0,0
2581342,2581342,3-METHYL-4-NITROPHENOL,0,0,0,0,0,0,0,154.6925618,110.6208162,3560.01551,0.006793519,135.8787251,135.8787251,0,0,0,0,0,0,0,0,0,0,0,0
4914890,4914890,3-METHYL-CIS-3-HEXENE,0,0,0,0,0,0,9.715333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255176,2255176,3-METHYL-DIMETHYL PARA-OXON,0,0,0,0,0,0,0,18871.54177,17476.12413,169909.5186,1.02932822,30034.24568,30034.24568,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-METHYL-HEPTYL ACETATE,0,0,0,0,0,0,0.672951282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899363,3899363,3-METHYL-TRANS-3-HEXENE,0,0,0,0,0,0,9.71874359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108407,108407,3-METHYLBENZENETHIOL,0,0,0,0,0,0,0,362.7963026,332.1980116,639501.3278,26.75491114,8174.293243,8174.293243,0,0,0,0,0,0,0,0,0,0,0,0
56495,56495,3-METHYLCHOLANTHRENE,0,0,0,0,0,0,0,112561.782,14056.12818,22211530.05,309.029256,11169.72964,11169.72964,4.82E-05,0,2.61E-05,0,4.18E-05,0,6.01E-06,0,6.16E-08,0,1.17E-05,0
x,x,3-METHYLHEXYL ACETATE,0,0,0,0,0,0,0.892692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83341,83341,3-METHYLINDOLE,0,0,0,0,0,0,0,9.020731928,1.727028725,1868.074563,0.005519014,10.39690252,10.39690252,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-METHYLPENTYL ACETATE,0,0,0,0,0,0,1.068161538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108996,108996,3-METHYLPYRIDINE,0,0,0,0,0,0,0,3.313685909,3.261056283,57.45579508,0.095722688,6.24032507,6.24032507,0,0,0,0,0,0,0,0,0,0,0,0
4812220,4812220,3-NITRO-3-HEXENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139347,0,5.74E-06,0,7.03E-05,0,1.10E-06,0,3.71E-06,0,1.08E-05,0
119324,119324,3-NITRO-4-TOLUIDINE,0,0,0,0,0,0,0,80.55207398,62.58394463,1957.806529,0.079945242,165.4911637,165.4911637,0,0,0,0,0,0,0,0,0,0,0,0
603838,603838,3-NITRO-O-TOLUIDINE,0,0,0,0,0,0,0,86.46960417,70.44137735,1513.693037,0.012993238,130.6500181,130.6500181,0,0,0,0,0,0,0,0,0,0,0,0
99092,99092,3-NITROANILINE,0,0,0,0,0,0,0,80.0916049,74.35752383,753.1716887,0.00232313,147.9533284,147.9533284,0,0,0,0,0,0,0,0,0,0,0,0
554847,554847,3-NITROPHENOL,0,0,0,0,0,0,0,210.8275838,158.9700128,3774.44608,0.00053588,95.95004744,95.95004744,0,0,0,0,0,0,0,0,0,0,0,0
99081,99081,3-NITROTOLUENE,0,0,0,0,0,0,0.501748718,54.50968865,53.41914493,1074.909854,1.623286209,52.46019486,52.46019486,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-NONENES,0,0,0,0,0,0,4.543282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20296291,20296291,3-OCTANOL,0,0,0,0,0,0,2.275820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106683,106683,3-OCTANONE,0,0,0,0,0,0,0,0.134312285,0.135002844,27.66572464,0.008503989,1.818513961,1.818513961,0,0,0,0,0,0,0,0,0,0,0,0
x,x,3-OCTENES,0,0,0,0,0,0,5.335871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584021,584021,3-PENTANOL,0,0,0,0,0,0,1.634476923,0.11429386,0.114218266,10.20256413,0.003152422,1.898720362,1.898720362,0,0,0,0,0,0,0,0,0,0,0,0
96220,96220,3-PENTANONE,0,0,0,0,0,0,1.2364,0.179839934,0.17979443,6.250437692,0.008735876,1.007468567,1.007468567,0,0,0,0,0,0,0,0,0,0,0,0
39515510,39515510,3-PHENOXYBENZALDEHYDE,0,0,0,0,0,0,0,62.80188849,42.69389966,3227.85829,0.10887183,302.353691,302.353691,0,0,0,0,0,0,0,0,0,0,0,0
4593902,4593902,3-PHENYL-N-BUTYRIC ACID,0,0,0,0,0,0,0,1.228563991,0.961157259,34.66802251,0.001026831,2.243721977,2.243721977,0,0,0,0,0,0,0,0,0,0,0,0
1008884,1008884,3-PHENYLPYRIDINE,0,0,0,0,0,0,0,32.05120653,21.64648501,758.7782357,0.011526919,6.020201553,6.020201553,0,0,0,0,0,0,0,0,0,0,0,0
26972010,26972010,"3-PYRIDINECARBOXAMIDE, N-[(PHENYLAMINO)CARBONYL]",0,0,0,0,0,0,0,37623.79213,31789.95945,753975.802,0.000165534,149587.1669,149587.1669,0,0,0,0,0,0,0,0,0,0,0,0
553537,553537,"3-PYRIDINECARBOXYLIC ACID, HYDRAZIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,6.59E-07,0,4.76E-07,0,7.32E-07,0,1.37E-10,0,2.54E-07,0,3.20E-07,0
100550,100550,3-PYRIDINEMETHANOL,0,0,0,0,0,0,0,0.951260046,0.913193714,5.932160765,2.77E-07,1.384031005,1.384031005,0,0,0,0,0,0,0,0,0,0,0,0
2859678,2859678,3-PYRIDINEPROPANOL,0,0,0,0,0,0,0,7.23005715,6.470531816,78.95212347,4.45E-07,10.73503423,10.73503423,0,0,0,0,0,0,0,0,0,0,0,0
88302,88302,3-TRIFLUOROMETHYL-4-NITROPHENOL,0,0,0,0,0,0,0,248.3062691,184.5063612,4481.95364,0.076162887,68.99524894,68.99524894,0,0,0,0,0,0,0,0,0,0,0,0
98168,98168,3-TRIFLUOROMETHYLANILINE,0,0,0,0,0,0,0,5.110911778,5.041278609,796.582393,0.468847984,64.41687028,64.41687028,0,0,0,0,0,0,0,0,0,0,0,0
1067205,1067205,"3,3-DIETHYL PENTANE",0,0,0,0,0,0,1.212489744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032864,4032864,"3,3-DIMETHYL HEPTANE",0,0,0,0,0,0,1.129130769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563166,563166,"3,3-DIMETHYL HEXANE",0,0,0,0,0,0,1.240387179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110445,4110445,"3,3-DIMETHYL OCTANE",0,0,0,0,0,0,1.087279487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562492,562492,"3,3-DIMETHYL PENTANE",0,0,0,0,0,0,1.197046154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558372,558372,"3,3-DIMETHYL-1-BUTENE",0,0,0,0,0,0,5.815461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404737,3404737,"3,3-DIMETHYL-1-PENTENE",0,0,0,0,0,0,4.909948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464073,464073,"3,3-DIMETHYL-2-BUTANOL",0,0,0,0,0,0,0,0.205396788,0.206725411,19.30589981,0.008282316,3.296619146,3.296619146,0,0,0,0,0,0,0,0,0,0,0,0
7411496,7411496,"3,3'-DIAMINOBENZIDINE TETRACHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E-07,0,3.45E-08,0,7.47E-07,0,1.65E-10,0,7.41E-09,0,1.00E-08,0
91941,91941,"3,3'-DICHLOROBENZIDINE",0,0,0,0,0,0,0,250.4613529,74.41199044,16173.37176,0.157935613,25.40603124,25.40603124,8.67E-06,0,3.95E-06,0,4.02E-05,0,8.59E-07,0,7.24E-08,0,1.98E-07,0
612839,612839,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",0,0,0,0,0,0,0,557.1079403,355.9129749,13937.61557,8.34E-14,40.06636742,40.06636742,1.74E-05,0,1.40E-05,0,1.53E-05,0,1.31E-08,0,4.41E-08,0,6.65E-08,0
119937,119937,"3,3'-DIMETHYLBENZIDINE",0,0,0,0,0,0,0,203.1237931,38.10513873,11560.51378,0.000578452,72.26200551,72.26200551,0,0,0,0,0,0,0,0,0,0,0,0
56348722,56348722,"3,3',4,4'-TETRACHLOROBIPHENYL ETHER",0,0,0,0,0,0,0,982.9856678,934.345761,48951.89636,234.1867224,305.3758968,305.3758968,0,0,0,0,0,0,0,0,0,0,0,0
760236,760236,"3,4-DICHLORO-1-BUTENE",0,0,0,0,0,0,0,0.033199173,0.030181363,578.9694339,0.00553956,11.45353324,11.45353324,0,0,0,0,0,0,0,0,0,0,0,0
95761,95761,"3,4-DICHLOROANILINE",0,0,0,0,0,0,0,62.32199389,58.86945519,10377.31943,2.451545262,697.7041983,697.7041983,0,0,0,0,0,0,0,0,0,0,0,0
1966581,1966581,"3,4-DICHLOROBENZYL METHYLCARBAMATE",0,0,0,0,0,0,0,180.1545003,128.3312051,6821.366306,0.568797169,252.3614126,252.3614126,0,0,0,0,0,0,0,0,0,0,0,0
99547,99547,"3,4-DICHLORONITROBENZENE",0,0,0,0,0,0,0,690.8223572,679.8080731,9927.833005,24.38856209,757.3589257,757.3589257,0,0,0,0,0,0,0,0,0,0,0,0
95772,95772,"3,4-DICHLOROPHENOL",0,0,0,0,0,0,0,728.3680944,491.58256,17991.14746,0.157893527,283.5455629,283.5455629,0,0,0,0,0,0,0,0,0,0,0,0
95750,95750,"3,4-DICHLOROTOLUENE",0,0,0,0,0,0,0,2.596067037,2.55558391,1465.617493,0.44452095,19.49420226,19.49420226,0,0,0,0,0,0,0,0,0,0,0,0
19398777,19398777,"3,4-DIETHYL HEXANE",0,0,0,0,0,0,0.891597436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59643708,59643708,"3,4-DIETHYL-2-HEXENE",0,0,0,0,0,0,3.380128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425107,2425107,"3,4-DIMEPHENYL N-METHYLCARBAMATE",0,0,0,0,0,0,0,604.013882,534.7199167,8051.027423,0.202769459,1170.05932,1170.05932,0,0,0,0,0,0,0,0,0,0,0,0
922281,922281,"3,4-DIMETHYL HEPTANE",0,0,0,0,0,0,1.242212821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583482,583482,"3,4-DIMETHYL HEXANE",0,0,0,0,0,0,1.508897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385786,7385786,"3,4-DIMETHYL-1-PENTENE",0,0,0,0,0,0,4.838205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914914,4914914,"3,4-DIMETHYL-CIS-2-PENTENE",0,0,0,0,0,0,9.149435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"3,4-DIMETHYL-HEXYL ACETATE",0,0,0,0,0,0,0.873784615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95658,95658,"3,4-DIMETHYLPHENOL",0,0,0,0,0,0,2.123641026,20.94088894,5.705891309,1682.309139,0.004136782,25.71563106,25.71563106,0,3.68E-06,0,3.65E-07,0,7.49E-06,0,1.48E-08,0,1.21E-07,0,2.94E-07
610399,610399,"3,4-DINITROTOLUENE",0,0,0,0,0,0,0,738.6856305,715.5635119,11727.20107,12.31869919,413.1793187,413.1793187,0,0,0,0,0,0,0,0,0,0,0,0
95647,95647,"3,4-XYLIDINE",0,0,0,0,0,0,0,3.704669728,1.312760224,1043.184321,0.009691783,78.10670279,78.10670279,0,0,0,0,0,0,0,0,0,0,0,0
57057837,57057837,"3,4,5-TRICHLORO-2-METHOXYPHENOL",0,0,0,0,0,0,0,2550.071358,2015.790753,69186.84551,8.723173898,3068.890579,3068.890579,0,0,0,0,0,0,0,0,0,0,0,0
56961207,56961207,"3,4,5-TRICHLOROCATECHOL",0,0,0,0,0,0,0,691.0538666,482.4051387,14993.74,0.146185421,198.4764166,198.4764166,0,0,0,0,0,0,0,0,0,0,0,0
609198,609198,"3,4,5-TRICHLOROPHENOL",0,0,0,0,0,0,0,2326.055797,1771.615061,85200.21591,17.81033003,790.9970186,790.9970186,0,0,0,0,0,0,0,0,0,0,0,0
2539266,2539266,"3,4,5-TRICL-2,6-MEO PHENOL",0,0,0,0,0,0,0,394.130537,258.3185371,14456.88254,0.687420771,522.8745527,522.8745527,0,0,0,0,0,0,0,0,0,0,0,0
2655198,2655198,"3,5-BIS(TERT-BUTYL)PHENOL METHYLCARBAMATE",0,0,0,0,0,0,0,2732.533132,1664.532745,84055.82808,0.361167903,1668.699891,1668.699891,0,0,0,0,0,0,0,0,0,0,0,0
90595,90595,"3,5-DIBROMSALICYLALDEHYD",0,0,0,0,0,0,0,1735.745659,1462.05734,43940.21985,2.203843889,8908.434841,8908.434841,0,0,0,0,0,0,0,0,0,0,0,0
626437,626437,"3,5-DICHLOROANILINE",0,0,0,0,0,0,0,78.84843763,44.38408511,12071.22063,0.36786553,606.0279077,606.0279077,0,0,0,0,0,0,0,0,0,0,0,0
33719743,33719743,"3,5-DICHLOROANISOLE",0,0,0,0,0,0,0,0.801151199,0.789638158,966.508942,0.128101338,31.10715094,31.10715094,0,0,0,0,0,0,0,0,0,0,0,0
