,location,year,bale,material,value
81,Michigan_Berrien,2020,film_bale,aluminum,0.0
82,Michigan_Berrien,2020,film_bale,cardboard,120.214350216
83,Michigan_Berrien,2020,film_bale,iron,0.0
84,Michigan_Berrien,2020,film_bale,glass,0.0
85,Michigan_Berrien,2020,film_bale,hdpe,0.0
86,Michigan_Berrien,2020,film_bale,paper,26.289436950051506
87,Michigan_Berrien,2020,film_bale,pet,0.0
88,Michigan_Berrien,2020,film_bale,film,67.12024540076112
89,Michigan_Berrien,2020,film_bale,other,0.0
90,Michigan_Berrien,2020,cardboard_bale,aluminum,0.0
91,Michigan_Berrien,2020,cardboard_bale,cardboard,4417.877370438
92,Michigan_Berrien,2020,cardboard_bale,iron,0.0
93,Michigan_Berrien,2020,cardboard_bale,glass,0.0
94,Michigan_Berrien,2020,cardboard_bale,hdpe,0.0
95,Michigan_Berrien,2020,cardboard_bale,paper,25.763648211050473
96,Michigan_Berrien,2020,cardboard_bale,pet,0.0
97,Michigan_Berrien,2020,cardboard_bale,film,0.0
98,Michigan_Berrien,2020,cardboard_bale,other,0.0
99,Michigan_Berrien,2020,glass_bale,aluminum,0.0
100,Michigan_Berrien,2020,glass_bale,cardboard,0.0
101,Michigan_Berrien,2020,glass_bale,iron,0.0
102,Michigan_Berrien,2020,glass_bale,glass,2332.1583941904
103,Michigan_Berrien,2020,glass_bale,hdpe,0.0
104,Michigan_Berrien,2020,glass_bale,paper,0.0
105,Michigan_Berrien,2020,glass_bale,pet,0.0
106,Michigan_Berrien,2020,glass_bale,film,0.0
107,Michigan_Berrien,2020,glass_bale,other,0.0
108,Michigan_Berrien,2020,pet_bale,aluminum,18.032152532400005
109,Michigan_Berrien,2020,pet_bale,cardboard,72.15866371715401
110,Michigan_Berrien,2020,pet_bale,iron,0.0
111,Michigan_Berrien,2020,pet_bale,glass,5.770288810368001
112,Michigan_Berrien,2020,pet_bale,hdpe,120.21435021599996
113,Michigan_Berrien,2020,pet_bale,paper,3.7872562870244195
114,Michigan_Berrien,2020,pet_bale,pet,1093.9505869656
115,Michigan_Berrien,2020,pet_bale,film,0.2684809816030447
116,Michigan_Berrien,2020,pet_bale,other,4.508038133100001
117,Michigan_Berrien,2020,hdpe_bale,aluminum,17.491187956428007
118,Michigan_Berrien,2020,hdpe_bale,cardboard,68.55073053129627
119,Michigan_Berrien,2020,hdpe_bale,iron,0.0
120,Michigan_Berrien,2020,hdpe_bale,glass,5.308665705538566
121,Michigan_Berrien,2020,hdpe_bale,hdpe,757.3504063608
122,Michigan_Berrien,2020,hdpe_bale,paper,3.5978934726732064
123,Michigan_Berrien,2020,hdpe_bale,pet,1.0819291519439957
124,Michigan_Berrien,2020,hdpe_bale,film,0.21478478528243572
125,Michigan_Berrien,2020,hdpe_bale,other,4.282636226445007
126,Michigan_Berrien,2020,iron_bale,aluminum,0.0
127,Michigan_Berrien,2020,iron_bale,cardboard,0.0
128,Michigan_Berrien,2020,iron_bale,iron,13.524114399300002
129,Michigan_Berrien,2020,iron_bale,glass,0.0
130,Michigan_Berrien,2020,iron_bale,hdpe,0.0
131,Michigan_Berrien,2020,iron_bale,paper,0.0
132,Michigan_Berrien,2020,iron_bale,pet,0.0
133,Michigan_Berrien,2020,iron_bale,film,0.008591391411297432
134,Michigan_Berrien,2020,iron_bale,other,0.0
135,Michigan_Berrien,2020,aluminum_bale,aluminum,466.43167883808
136,Michigan_Berrien,2020,aluminum_bale,cardboard,0.0
137,Michigan_Berrien,2020,aluminum_bale,iron,0.0
138,Michigan_Berrien,2020,aluminum_bale,glass,33.17916065961603
139,Michigan_Berrien,2020,aluminum_bale,hdpe,0.0
140,Michigan_Berrien,2020,aluminum_bale,paper,0.0
141,Michigan_Berrien,2020,aluminum_bale,pet,0.0
142,Michigan_Berrien,2020,aluminum_bale,film,0.0
143,Michigan_Berrien,2020,aluminum_bale,other,0.0
144,Texas_Lubbock,2020,vacuum,aluminum,277.022547525
145,Texas_Lubbock,2020,vacuum,cardboard,11357.924448525
146,Texas_Lubbock,2020,vacuum,iron,332.42705703
147,Texas_Lubbock,2020,vacuum,glass,831.0676425749999
148,Texas_Lubbock,2020,vacuum,hdpe,2493.202927725
149,Texas_Lubbock,2020,vacuum,paper,3098.346621231643
150,Texas_Lubbock,2020,vacuum,pet,2493.202927725
151,Texas_Lubbock,2020,vacuum,film,98.52053482500148
152,Texas_Lubbock,2020,vacuum,other,221.61803802
153,Texas_Lubbock,2020,film_bale,aluminum,0.0
154,Texas_Lubbock,2020,film_bale,cardboard,227.1584889705
155,Texas_Lubbock,2020,film_bale,iron,0.0
156,Texas_Lubbock,2020,film_bale,glass,0.0
157,Texas_Lubbock,2020,film_bale,hdpe,0.0
158,Texas_Lubbock,2020,film_bale,paper,61.96693242463286
159,Texas_Lubbock,2020,film_bale,pet,0.0
160,Texas_Lubbock,2020,film_bale,film,96.55012412850145
161,Texas_Lubbock,2020,film_bale,other,0.0
162,Texas_Lubbock,2020,cardboard_bale,aluminum,0.0
163,Texas_Lubbock,2020,cardboard_bale,cardboard,8348.074469665875
164,Texas_Lubbock,2020,cardboard_bale,iron,0.0
165,Texas_Lubbock,2020,cardboard_bale,glass,0.0
166,Texas_Lubbock,2020,cardboard_bale,hdpe,0.0
167,Texas_Lubbock,2020,cardboard_bale,paper,60.7275937761402
168,Texas_Lubbock,2020,cardboard_bale,pet,0.0
169,Texas_Lubbock,2020,cardboard_bale,film,0.0
170,Texas_Lubbock,2020,cardboard_bale,other,0.0
171,Texas_Lubbock,2020,glass_bale,aluminum,0.0
172,Texas_Lubbock,2020,glass_bale,cardboard,0.0
173,Texas_Lubbock,2020,glass_bale,iron,0.0
174,Texas_Lubbock,2020,glass_bale,glass,806.13561329775
175,Texas_Lubbock,2020,glass_bale,hdpe,0.0
176,Texas_Lubbock,2020,glass_bale,paper,0.0
177,Texas_Lubbock,2020,glass_bale,pet,0.0
178,Texas_Lubbock,2020,glass_bale,film,0.0
179,Texas_Lubbock,2020,glass_bale,other,0.0
180,Texas_Lubbock,2020,pet_bale,aluminum,8.310676425749989
181,Texas_Lubbock,2020,pet_bale,cardboard,136.35188300454274
182,Texas_Lubbock,2020,pet_bale,iron,0.0
183,Texas_Lubbock,2020,pet_bale,glass,1.99456234218
184,Texas_Lubbock,2020,pet_bale,hdpe,249.32029277250012
185,Texas_Lubbock,2020,pet_bale,paper,8.926956285092615
186,Texas_Lubbock,2020,pet_bale,pet,2268.81466422975
187,Texas_Lubbock,2020,pet_bale,film,0.386200496514006
188,Texas_Lubbock,2020,pet_bale,other,11.080901901000004
189,Texas_Lubbock,2020,hdpe_bale,aluminum,8.061356132977494
190,Texas_Lubbock,2020,hdpe_bale,cardboard,129.5342888543155
191,Texas_Lubbock,2020,hdpe_bale,iron,0.0
192,Texas_Lubbock,2020,hdpe_bale,glass,1.8349973548056013
193,Texas_Lubbock,2020,hdpe_bale,hdpe,1570.7178444667497
194,Texas_Lubbock,2020,hdpe_bale,paper,8.480608470838007
195,Texas_Lubbock,2020,hdpe_bale,pet,2.243882634952513
196,Texas_Lubbock,2020,hdpe_bale,film,0.3089603972112047
197,Texas_Lubbock,2020,hdpe_bale,other,10.526856805950018
198,Texas_Lubbock,2020,iron_bale,aluminum,0.0
199,Texas_Lubbock,2020,iron_bale,cardboard,0.0
200,Texas_Lubbock,2020,iron_bale,iron,16.621352851500003
201,Texas_Lubbock,2020,iron_bale,glass,0.0
202,Texas_Lubbock,2020,iron_bale,hdpe,0.0
203,Texas_Lubbock,2020,iron_bale,paper,0.0
204,Texas_Lubbock,2020,iron_bale,pet,0.0
205,Texas_Lubbock,2020,iron_bale,film,0.012358415888448198
206,Texas_Lubbock,2020,iron_bale,other,0.0
207,Texas_Lubbock,2020,aluminum_bale,aluminum,214.96949687940003
208,Texas_Lubbock,2020,aluminum_bale,cardboard,0.0
209,Texas_Lubbock,2020,aluminum_bale,iron,0.0
210,Texas_Lubbock,2020,aluminum_bale,glass,11.46873346753501
211,Texas_Lubbock,2020,aluminum_bale,hdpe,0.0
212,Texas_Lubbock,2020,aluminum_bale,paper,0.0
213,Texas_Lubbock,2020,aluminum_bale,pet,0.0
214,Texas_Lubbock,2020,aluminum_bale,film,0.0
215,Texas_Lubbock,2020,aluminum_bale,other,0.0
216,Louisiana_Calcasieu,2020,vacuum,aluminum,95.6476896975
217,Louisiana_Calcasieu,2020,vacuum,cardboard,8799.58745217
218,Louisiana_Calcasieu,2020,vacuum,iron,38.259075879
219,Louisiana_Calcasieu,2020,vacuum,glass,191.29537939500003
220,Louisiana_Calcasieu,2020,vacuum,hdpe,1147.77227637
221,Louisiana_Calcasieu,2020,vacuum,paper,2394.815014992384
222,Louisiana_Calcasieu,2020,vacuum,pet,1721.6584145549998
223,Louisiana_Calcasieu,2020,vacuum,film,52.63380165487502
224,Louisiana_Calcasieu,2020,vacuum,other,95.6476896975
225,Louisiana_Calcasieu,2020,film_bale,aluminum,0.0
226,Louisiana_Calcasieu,2020,film_bale,cardboard,175.9917490434
227,Louisiana_Calcasieu,2020,film_bale,iron,0.0
228,Louisiana_Calcasieu,2020,film_bale,glass,0.0
229,Louisiana_Calcasieu,2020,film_bale,hdpe,0.0
230,Louisiana_Calcasieu,2020,film_bale,paper,47.89630029984768
231,Louisiana_Calcasieu,2020,film_bale,pet,0.0
232,Louisiana_Calcasieu,2020,film_bale,film,51.581125621777524
233,Louisiana_Calcasieu,2020,film_bale,other,0.0
234,Louisiana_Calcasieu,2020,cardboard_bale,aluminum,0.0
235,Louisiana_Calcasieu,2020,cardboard_bale,cardboard,6467.6967773449505
236,Louisiana_Calcasieu,2020,cardboard_bale,iron,0.0
237,Louisiana_Calcasieu,2020,cardboard_bale,glass,0.0
238,Louisiana_Calcasieu,2020,cardboard_bale,hdpe,0.0
239,Louisiana_Calcasieu,2020,cardboard_bale,paper,46.93837429385073
240,Louisiana_Calcasieu,2020,cardboard_bale,pet,0.0
241,Louisiana_Calcasieu,2020,cardboard_bale,film,0.0
242,Louisiana_Calcasieu,2020,cardboard_bale,other,0.0
243,Louisiana_Calcasieu,2020,glass_bale,aluminum,0.0
244,Louisiana_Calcasieu,2020,glass_bale,cardboard,0.0
245,Louisiana_Calcasieu,2020,glass_bale,iron,0.0
246,Louisiana_Calcasieu,2020,glass_bale,glass,185.55651801315003
247,Louisiana_Calcasieu,2020,glass_bale,hdpe,0.0
248,Louisiana_Calcasieu,2020,glass_bale,paper,0.0
249,Louisiana_Calcasieu,2020,glass_bale,pet,0.0
250,Louisiana_Calcasieu,2020,glass_bale,film,0.0
251,Louisiana_Calcasieu,2020,glass_bale,other,0.0
252,Louisiana_Calcasieu,2020,pet_bale,aluminum,2.8694306909250002
253,Louisiana_Calcasieu,2020,pet_bale,cardboard,105.63904736330096
254,Louisiana_Calcasieu,2020,pet_bale,iron,0.0
255,Louisiana_Calcasieu,2020,pet_bale,glass,0.4591089105480002
256,Louisiana_Calcasieu,2020,pet_bale,hdpe,114.7772276369999
257,Louisiana_Calcasieu,2020,pet_bale,paper,6.899941021196071
258,Louisiana_Calcasieu,2020,pet_bale,pet,1566.70915724505
259,Louisiana_Calcasieu,2020,pet_bale,film,0.2063245024871102
260,Louisiana_Calcasieu,2020,pet_bale,other,4.78238448487501
261,Louisiana_Calcasieu,2020,hdpe_bale,aluminum,2.7833477701972527
262,Louisiana_Calcasieu,2020,hdpe_bale,cardboard,100.35709499513587
263,Louisiana_Calcasieu,2020,hdpe_bale,iron,0.0
264,Louisiana_Calcasieu,2020,hdpe_bale,glass,0.42238019770416013
265,Louisiana_Calcasieu,2020,hdpe_bale,hdpe,723.0965341131001
266,Louisiana_Calcasieu,2020,hdpe_bale,paper,6.554943970136264
267,Louisiana_Calcasieu,2020,hdpe_bale,pet,1.5494925730995135
268,Louisiana_Calcasieu,2020,hdpe_bale,film,0.16505960198968816
269,Louisiana_Calcasieu,2020,hdpe_bale,other,4.543265260631259
270,Louisiana_Calcasieu,2020,iron_bale,aluminum,0.0
271,Louisiana_Calcasieu,2020,iron_bale,cardboard,0.0
272,Louisiana_Calcasieu,2020,iron_bale,iron,1.91295379395
273,Louisiana_Calcasieu,2020,iron_bale,glass,0.0
274,Louisiana_Calcasieu,2020,iron_bale,hdpe,0.0
275,Louisiana_Calcasieu,2020,iron_bale,paper,0.0
276,Louisiana_Calcasieu,2020,iron_bale,pet,0.0
277,Louisiana_Calcasieu,2020,iron_bale,film,0.00660238407958753
278,Louisiana_Calcasieu,2020,iron_bale,other,0.0
279,Louisiana_Calcasieu,2020,aluminum_bale,aluminum,74.22260720526
280,Louisiana_Calcasieu,2020,aluminum_bale,cardboard,0.0
281,Louisiana_Calcasieu,2020,aluminum_bale,iron,0.0
282,Louisiana_Calcasieu,2020,aluminum_bale,glass,2.639876235651003
283,Louisiana_Calcasieu,2020,aluminum_bale,hdpe,0.0
284,Louisiana_Calcasieu,2020,aluminum_bale,paper,0.0
285,Louisiana_Calcasieu,2020,aluminum_bale,pet,0.0
286,Louisiana_Calcasieu,2020,aluminum_bale,film,0.0
287,Louisiana_Calcasieu,2020,aluminum_bale,other,0.0
288,Minnesota_Freeborn,2020,vacuum,aluminum,26.327415885
289,Minnesota_Freeborn,2020,vacuum,cardboard,1816.591696065
290,Minnesota_Freeborn,2020,vacuum,iron,65.81853971249998
291,Minnesota_Freeborn,2020,vacuum,glass,710.840228895
292,Minnesota_Freeborn,2020,vacuum,hdpe,157.96449531
293,Minnesota_Freeborn,2020,vacuum,paper,371.41091796477207
294,Minnesota_Freeborn,2020,vacuum,pet,131.63707942499997
295,Minnesota_Freeborn,2020,vacuum,film,9.472755512754675
296,Minnesota_Freeborn,2020,vacuum,other,5.265483177
297,Minnesota_Freeborn,2020,film_bale,aluminum,0.0
298,Minnesota_Freeborn,2020,film_bale,cardboard,36.3318339213
299,Minnesota_Freeborn,2020,film_bale,iron,0.0
300,Minnesota_Freeborn,2020,film_bale,glass,0.0
301,Minnesota_Freeborn,2020,film_bale,hdpe,0.0
302,Minnesota_Freeborn,2020,film_bale,paper,7.428218359295442
303,Minnesota_Freeborn,2020,film_bale,pet,0.0
304,Minnesota_Freeborn,2020,film_bale,film,9.28330040249958
305,Minnesota_Freeborn,2020,film_bale,other,0.0
306,Minnesota_Freeborn,2020,cardboard_bale,aluminum,0.0
307,Minnesota_Freeborn,2020,cardboard_bale,cardboard,1335.1948966077748
308,Minnesota_Freeborn,2020,cardboard_bale,iron,0.0
309,Minnesota_Freeborn,2020,cardboard_bale,glass,0.0
310,Minnesota_Freeborn,2020,cardboard_bale,hdpe,0.0
311,Minnesota_Freeborn,2020,cardboard_bale,paper,7.279653992109533
312,Minnesota_Freeborn,2020,cardboard_bale,pet,0.0
313,Minnesota_Freeborn,2020,cardboard_bale,film,0.0
314,Minnesota_Freeborn,2020,cardboard_bale,other,0.0
315,Minnesota_Freeborn,2020,glass_bale,aluminum,0.0
316,Minnesota_Freeborn,2020,glass_bale,cardboard,0.0
317,Minnesota_Freeborn,2020,glass_bale,iron,0.0
318,Minnesota_Freeborn,2020,glass_bale,glass,689.5150220281499
319,Minnesota_Freeborn,2020,glass_bale,hdpe,0.0
320,Minnesota_Freeborn,2020,glass_bale,paper,0.0
321,Minnesota_Freeborn,2020,glass_bale,pet,0.0
322,Minnesota_Freeborn,2020,glass_bale,film,0.0
323,Minnesota_Freeborn,2020,glass_bale,other,0.0
324,Minnesota_Freeborn,2020,pet_bale,aluminum,0.7898224765500004
325,Minnesota_Freeborn,2020,pet_bale,cardboard,21.808183311260336
326,Minnesota_Freeborn,2020,pet_bale,iron,0.0
327,Minnesota_Freeborn,2020,pet_bale,glass,1.706016549348
328,Minnesota_Freeborn,2020,pet_bale,hdpe,15.796449531000007
329,Minnesota_Freeborn,2020,pet_bale,paper,1.0701091368401023
330,Minnesota_Freeborn,2020,pet_bale,pet,119.78974227674998
331,Minnesota_Freeborn,2020,pet_bale,film,0.03713320160999836
332,Minnesota_Freeborn,2020,pet_bale,other,0.26327415884999983
333,Minnesota_Freeborn,2020,hdpe_bale,aluminum,0.7661278022535001
334,Minnesota_Freeborn,2020,hdpe_bale,cardboard,20.71777414569732
335,Minnesota_Freeborn,2020,hdpe_bale,iron,0.0
336,Minnesota_Freeborn,2020,hdpe_bale,glass,1.569535225400159
337,Minnesota_Freeborn,2020,hdpe_bale,hdpe,99.51763204529999
338,Minnesota_Freeborn,2020,hdpe_bale,paper,1.0166036799980986
339,Minnesota_Freeborn,2020,hdpe_bale,pet,0.1184733714824997
340,Minnesota_Freeborn,2020,hdpe_bale,film,0.029706561287998687
341,Minnesota_Freeborn,2020,hdpe_bale,other,0.25011045090750006
342,Minnesota_Freeborn,2020,iron_bale,aluminum,0.0
343,Minnesota_Freeborn,2020,iron_bale,cardboard,0.0
344,Minnesota_Freeborn,2020,iron_bale,iron,3.290926985624999
345,Minnesota_Freeborn,2020,iron_bale,glass,0.0
346,Minnesota_Freeborn,2020,iron_bale,hdpe,0.0
347,Minnesota_Freeborn,2020,iron_bale,paper,0.0
348,Minnesota_Freeborn,2020,iron_bale,pet,0.0
349,Minnesota_Freeborn,2020,iron_bale,film,0.0011882624515199476
350,Minnesota_Freeborn,2020,iron_bale,other,0.0
351,Minnesota_Freeborn,2020,aluminum_bale,aluminum,20.43007472676
352,Minnesota_Freeborn,2020,aluminum_bale,cardboard,0.0
353,Minnesota_Freeborn,2020,aluminum_bale,iron,0.0
354,Minnesota_Freeborn,2020,aluminum_bale,glass,9.809595158751009
355,Minnesota_Freeborn,2020,aluminum_bale,hdpe,0.0
356,Minnesota_Freeborn,2020,aluminum_bale,paper,0.0
357,Minnesota_Freeborn,2020,aluminum_bale,pet,0.0
358,Minnesota_Freeborn,2020,aluminum_bale,film,0.0
359,Minnesota_Freeborn,2020,aluminum_bale,other,0.0
360,Maryland_Baltimore,2020,vacuum,aluminum,2171.68114158
361,Maryland_Baltimore,2020,vacuum,cardboard,19545.13027422
362,Maryland_Baltimore,2020,vacuum,iron,5284.424111177999
363,Maryland_Baltimore,2020,vacuum,glass,11582.29942176
364,Maryland_Baltimore,2020,vacuum,hdpe,7962.830852459999
365,Maryland_Baltimore,2020,vacuum,paper,50205.66349488231
366,Maryland_Baltimore,2020,vacuum,pet,8686.72456632
367,Maryland_Baltimore,2020,vacuum,film,1298.083966518814
368,Maryland_Baltimore,2020,vacuum,other,1085.84057079
369,Maryland_Baltimore,2020,film_bale,aluminum,0.0
370,Maryland_Baltimore,2020,film_bale,cardboard,390.9026054844
371,Maryland_Baltimore,2020,film_bale,iron,0.0
372,Maryland_Baltimore,2020,film_bale,glass,0.0
373,Maryland_Baltimore,2020,film_bale,hdpe,0.0
374,Maryland_Baltimore,2020,film_bale,paper,1004.1132698976463
375,Maryland_Baltimore,2020,film_bale,pet,0.0
376,Maryland_Baltimore,2020,film_bale,film,1272.1222871884377
377,Maryland_Baltimore,2020,film_bale,other,0.0
378,Maryland_Baltimore,2020,cardboard_bale,aluminum,0.0
379,Maryland_Baltimore,2020,cardboard_bale,cardboard,14365.6707515517
380,Maryland_Baltimore,2020,cardboard_bale,iron,0.0
381,Maryland_Baltimore,2020,cardboard_bale,glass,0.0
382,Maryland_Baltimore,2020,cardboard_bale,hdpe,0.0
383,Maryland_Baltimore,2020,cardboard_bale,paper,984.0310044996933
384,Maryland_Baltimore,2020,cardboard_bale,pet,0.0
385,Maryland_Baltimore,2020,cardboard_bale,film,0.0
386,Maryland_Baltimore,2020,cardboard_bale,other,0.0
387,Maryland_Baltimore,2020,glass_bale,aluminum,0.0
388,Maryland_Baltimore,2020,glass_bale,cardboard,0.0
389,Maryland_Baltimore,2020,glass_bale,iron,0.0
390,Maryland_Baltimore,2020,glass_bale,glass,11234.8304391072
391,Maryland_Baltimore,2020,glass_bale,hdpe,0.0
392,Maryland_Baltimore,2020,glass_bale,paper,0.0
393,Maryland_Baltimore,2020,glass_bale,pet,0.0
394,Maryland_Baltimore,2020,glass_bale,film,0.0
395,Maryland_Baltimore,2020,glass_bale,other,0.0
396,Maryland_Baltimore,2020,pet_bale,aluminum,65.15043424739997
397,Maryland_Baltimore,2020,pet_bale,cardboard,234.63928894201126
398,Maryland_Baltimore,2020,pet_bale,iron,0.0
399,Maryland_Baltimore,2020,pet_bale,glass,27.797518612223996
400,Maryland_Baltimore,2020,pet_bale,hdpe,796.2830852460002
401,Maryland_Baltimore,2020,pet_bale,paper,144.65255766145538
402,Maryland_Baltimore,2020,pet_bale,pet,7904.9193553512
403,Maryland_Baltimore,2020,pet_bale,film,5.088489148753755
404,Maryland_Baltimore,2020,pet_bale,other,54.29202853950005
405,Maryland_Baltimore,2020,hdpe_bale,aluminum,63.19592121997812
406,Maryland_Baltimore,2020,hdpe_bale,cardboard,222.90732449491043
407,Maryland_Baltimore,2020,hdpe_bale,iron,0.0
408,Maryland_Baltimore,2020,hdpe_bale,glass,25.57371712324607
409,Maryland_Baltimore,2020,hdpe_bale,hdpe,5016.583437049799
410,Maryland_Baltimore,2020,hdpe_bale,paper,137.41992977838254
411,Maryland_Baltimore,2020,hdpe_bale,pet,7.818052109687983
412,Maryland_Baltimore,2020,hdpe_bale,film,4.070791319003003
413,Maryland_Baltimore,2020,hdpe_bale,other,51.577427112525015
414,Maryland_Baltimore,2020,iron_bale,aluminum,0.0
415,Maryland_Baltimore,2020,iron_bale,cardboard,0.0
416,Maryland_Baltimore,2020,iron_bale,iron,264.22120555889995
417,Maryland_Baltimore,2020,iron_bale,glass,0.0
418,Maryland_Baltimore,2020,iron_bale,hdpe,0.0
419,Maryland_Baltimore,2020,iron_bale,paper,0.0
420,Maryland_Baltimore,2020,iron_bale,pet,0.0
421,Maryland_Baltimore,2020,iron_bale,film,0.16283165276012018
422,Maryland_Baltimore,2020,iron_bale,other,0.0
423,Maryland_Baltimore,2020,aluminum_bale,aluminum,1685.22456586608
424,Maryland_Baltimore,2020,aluminum_bale,cardboard,0.0
425,Maryland_Baltimore,2020,aluminum_bale,iron,0.0
426,Maryland_Baltimore,2020,aluminum_bale,glass,159.83573202028816
427,Maryland_Baltimore,2020,aluminum_bale,hdpe,0.0
428,Maryland_Baltimore,2020,aluminum_bale,paper,0.0
429,Maryland_Baltimore,2020,aluminum_bale,pet,0.0
430,Maryland_Baltimore,2020,aluminum_bale,film,0.0
431,Maryland_Baltimore,2020,aluminum_bale,other,0.0
432,Tennessee_Morgan,2020,vacuum,aluminum,24.297135855000004
433,Tennessee_Morgan,2020,vacuum,cardboard,898.9940266350001
434,Tennessee_Morgan,2020,vacuum,iron,12.148567927500002
435,Tennessee_Morgan,2020,vacuum,glass,48.59427171000001
